No,Unit'sName,Name1,Type1,P11,P21,P31,P41,P51,Tage1,Lev1,Crt1,Boost1,Detail1,Name2,Type2,P12,P22,P32,P42,P52,Tage2,Lev2,Crt2,Boost2,Detail2
1114,雪まつりの歌姫：雪ミク,スノウボイス,水,回,,,,,単体,小,,,敵単体を水属性の歌で少し魅了する,スノウソング,水,回,回,回,,,単体,特大,,,敵単体を水属性の歌でメロメロにする
1115,レオラ＝ベディヴィア,エクス：ベドウィル,炎,炎,炎,,,,単体,特大,,,,,,,,,,,,,,,
1116,カイザーフレアエッグ,ファイアボール,炎,炎,炎,,,,単体,小,,,,ファイアストライク,炎,炎,炎,炎,炎,炎,単体,特大,,,
1117,カイザーアクアエッグ,アクアボール,水,水,水,,,,単体,小,,,,アクアストライク,水,水,水,水,水,水,単体,特大,,,
1118,カイザーウィンドエッグ,ウィンドボール,風,風,風,,,,単体,小,,,,ウィンドストライク,風,風,風,風,風,風,単体,特大,,,
1119,カイザーゴールドエッグ,ライトボール,光,光,光,,,,単体,小,,,,ライトストライク,光,光,光,光,光,光,単体,特大,,,
1120,カイザーダークエッグ,ダークボール,闇,闇,闇,,,,単体,小,,,,ダークストライク,闇,闇,闇,闇,闇,闇,単体,特大,,,
1121,カイザーメタルエッグ,ノーンボール,無,無,無,,,,単体,小,,,,ノーンストライク,無,無,無,無,無,無,単体,特大,,,
1122,堕風才ラプラス,パーフェクト・エール,風,風,風,,,,全体,特大,,,,,,,,,,,,,,,
1123,聖光才カルネアデス,ピョン・オプタルモス,光,光,光,,,,単体,特大,,,,,,,,,,,,,,,
1124,千葉エリカ,警棒,炎,炎,炎,,,,単体,中,,,,み・た？,炎,炎,炎,炎,炎,,全体,特大,,,
1125,百家本流千葉の剣士：エリカ,警棒型ＣＡＤ,炎,炎,炎,,,,単体,大,,,,私とイイ事して遊ばない？,炎,炎,炎,炎,炎,,全体,絶大,,,
1126,司波深雪,ニブルヘイム,水,水,水,,,,単体,中,,,,,,,,,,,,,,,
1127,魔法科高校の優等生：深雪,コキュートス,水,水,水,,,,単体,大,,,,,,,,,,,,,,,
1128,七草真由美,失礼しちゃうわ,風,風,風,,,,全体,中,,,,,,,,,,,,,,,
1129,十師族七草家：真由美,運命感じちゃった？,風,風,風,,,,全体,大,,,,,,,,,,,,,,,
1130,光井ほのか,ご一緒していいですか！,光,光,光,,,,全体,小,,,,,,,,,,,,,,,
1131,光波振動魔法の血統：ほのか,勝てましたぁ,光,光,光,,,,全体,中,,,,,,,,,,,,,,,
1132,司波達也,続きをどうぞ,闇,闇,闇,,,,単体,小,,,,俺は番犬か？,闇,闇,闇,闇,,,回復,25%,,,
1133,魔法科高校の劣等生：達也,悪魔の右手,闇,闇,,,,,単体,小,,,,神の左手,闇,闇,闇,闇,,,回復,35%,,,
1134,北山雫,そんなことない,無,無,無,,,,回復,5%,,,,共振破壊魔法,無,無,無,無,,,単体,特大,19%,,
1135,Ａランク魔法師の血統：雫,中々できることじゃないよ,無,無,無,,,,回復,10%,,,,フォノン・メーザー,無,無,無,無,,,単体,超特大,19%,,
1136,柴田美月,お、落ち着いて！,風,回,風,,,,回復,10%,,,,,,,,,,,,,,,
1137,クラスメイト：美月,隣、いいですか？,風,回,風,,,,回復,18%,,,,,,,,,,,,,,,
1138,壬生紗耶香,竹刀,光,光,光,,,,単体,小,,,,嘘だったの！？,光,光,光,光,光,光,単体,超特大,,,
1139,剣道小町：紗耶香,父直伝の投剣術,光,光,光,,,,単体,中,,,,待ちなさい！,光,光,光,光,光,光,単体,絶大,,,
1140,一校の三巨頭：渡辺摩利,誤魔化すのも得意の様だ,水,水,水,水,水,水,単体,絶大,,,,,,,,,,,,,,,
1141,ピクシー：タイプ炎,お帰りなさいませ,炎,炎,炎,,,,単体,小,,,,,,,,,,,,,,,
1142,ピクシー：タイプ水,かしこまりました,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
1143,ピクシー：タイプ風,異常が発生しました,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
1144,ピクシー：タイプ光,マスクをお使いください,光,光,光,,,,単体,小,,,,,,,,,,,,,,,
1145,ピクシー：タイプ闇,コーヒーをご用意致します,闇,闇,闇,,,,単体,小,,,,,,,,,,,,,,,
1146,ピクシー：タイプ無,強制換気を作動させます,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
1147,サニィ,サニィ,炎,炎,炎,,,,単体,中,,,,,,,,,,,,,,,
1148,晴術師サニィ,サニィ：セカンド,炎,炎,炎,,,,単体,大,,,,,,,,,,,,,,,
1149,レイニィ,レイニィ,水,水,水,,,,単体,中,,,,,,,,,,,,,,,
1150,雨術師レイニィ,レイニィ：セカンド,水,水,水,,,,単体,大,,,,,,,,,,,,,,,
1151,ウィンディ,ウィンディ,風,風,回,,,,単体,大,,,,,,,,,,,,,,,
1152,風術師ウィンディ,ウィンディ：セカンド,風,風,回,,,,単体,特大,,,,,,,,,,,,,,,
1153,シャイニィ,シャイニィ,光,光,光,,,,単体,中,,,,,,,,,,,,,,,
1154,眩術師シャイニィ,シャイニィ：セカンド,光,光,光,,,,単体,大,,,,,,,,,,,,,,,
1155,クラウディ,クラウディ,闇,闇,闇,,,,単体,中,,,,,,,,,,,,,,,
1156,曇術師クラウディ,クラウディ：セカンド,闇,闇,闇,,,,単体,大,,,,,,,,,,,,,,,
1157,スノウィ,スノウィ,無,無,無,,,,単体,中,,,,ホワイトノート,無,回,回,無,,,回復,30%,,,
1158,雪術師スノウィ,スノウィ：セカンド,無,無,無,,,,単体,大,,,,ホワイトキャンバス,無,回,回,無,,,回復,35%,,,
1159,イヴァン,マルファ,光,光,光,,,,回復,5%,,,,マリヤ,光,光,光,光,光,,単体,特大,44%,,
1160,雷帝竜イヴァン,アンナ,光,光,光,,,,回復,10%,,,,アナスタシヤ,光,光,光,光,光,,単体,超特大,44%,,
1161,ヨハン,サモン・デモン,水,水,水,,,,単体,小,,,,リピート・ヘルス,水,水,水,水,水,水,回復,50%,,,
1162,水聖人ヨハン,サモン・サタン,水,水,,,,,単体,小,3%,,,リピート・ボディ,水,水,水,水,水,水,回復,60%,,,
1163,フェルノ,ファルス・フレイム,炎,炎,炎,,,,単体,小,,,,,,,,,,,,,,,
1164,偽炎竜フェルノ,リスキー・フレイム,炎,炎,炎,,,,単体,中,,,,フレイムウォール,炎,炎,炎,水,水,,単体,超特大,,さらに、敵全体に攻撃力×2.0倍の炎属性攻撃,
1165,シュトロム,ファルス・アクア,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
1166,偽水竜シュトロム,リスキー・アクア,水,水,水,,,,単体,中,,,,アクアウォール,水,水,水,水,風,風,全体,超特大,,さらに、SPを1回復する,
1167,,,,,,,,,,,,,,,,,,,,,,,,,
1168,,,,,,,,,,,,,,,,,,,,,,,,,
1169,,,,,,,,,,,,,,,,,,,,,,,,,
1170,,,,,,,,,,,,,,,,,,,,,,,,,
1171,,,,,,,,,,,,,,,,,,,,,,,,,
1172,,,,,,,,,,,,,,,,,,,,,,,,,
1173,,,,,,,,,,,,,,,,,,,,,,,,,
1174,,,,,,,,,,,,,,,,,,,,,,,,,
1175,ミドリ：春風,チュン：フォンシェン,風,風,風,,,,単体,中,,,,スプリング・ウィンド,風,風,風,闇,闇,,単体,超特大,,さらに、敵全体に攻撃力×10倍の闇属性貫通攻撃,
